Date,Time,Result,Periods,WRITING,BLE DEVICENAME,BLE MAC ADDRESS,FCTVER,MLBSERIAL,FATPSERIAL,DSNSERIAL,FLASH,BLE RSSI,ATIVECURR,STANBYCURR,IR/Current,IR LED,ACC_X,ACC_Y,ACC_Z
2022-04-19,08:53:28,OK,16.2,OK,ABC1,DEF1,GHI1,ABC2,DEF2,GHI2,ABC3,-33.0,2.2,2.6,230.9,1678.0,-26.0,-16.0,1043.0
2022-04-19,08:53:28,OK,15.5,OK,ABC2,DEF2,GHI2,ABC3,DEF3,GHI3,ABC4,-33.0,2.1,2.6,234.4,1740.0,-9.0,14.0,1174.0
2022-04-19,08:53:28,OK,16.0,OK,ABC3,DEF3,GHI3,ABC4,DEF4,GHI4,ABC5,-32.0,2.0,2.7,233.3,795.0,-15.0,-14.0,1081.0
2022-04-19,08:53:28,OK,15.3,OK,ABC4,DEF4,GHI4,ABC5,DEF5,GHI5,ABC6,-41.0,2.2,2.9,235.3,1179.0,-32.0,-5.0,849.0
2022-04-19,08:53:28,OK,15.0,OK,ABC5,DEF5,GHI5,ABC6,DEF6,GHI6,ABC7,-37.0,2.2,2.6,229.5,1294.0,35.0,28.0,1083.0
2022-04-19,08:53:28,OK,15.7,OK,ABC6,DEF6,GHI6,ABC7,DEF7,GHI7,ABC8,-33.0,2.2,2.5,224.1,2802.0,26.0,18.0,1244.0
2022-04-19,08:53:55,OK,15.3,OK,ABC7,DEF7,GHI7,ABC8,DEF8,GHI8,ABC9,-33.0,2.2,2.8,235.0,1655.0,18.0,-51.0,1113.0
2022-04-19,08:53:55,OK,16.0,OK,ABC8,DEF8,GHI8,ABC9,DEF9,GHI9,ABC10,-33.0,2.2,2.7,227.7,1686.0,-32.0,-21.0,1049.0
2022-04-19,08:53:55,OK,15.5,OK,ABC9,DEF9,GHI9,ABC10,DEF10,GHI10,ABC11,-33.0,2.1,2.7,228.5,783.0,-11.0,-9.0,1039.0
2022-04-19,08:53:55,OK,15.0,OK,ABC10,DEF10,GHI10,ABC11,DEF11,GHI11,ABC12,-33.0,2.2,2.8,232.6,1193.0,-25.0,9.0,950.0
2022-04-19,08:53:55,OK,15.7,OK,ABC11,DEF11,GHI11,ABC12,DEF12,GHI12,ABC13,-33.0,2.0,2.7,235.9,1295.0,-23.0,-48.0,947.0
2022-04-19,08:53:55,OK,16.2,OK,ABC12,DEF12,GHI12,ABC13,DEF13,GHI13,ABC14,-33.0,2.2,2.2,233.2,2798.0,-27.0,-25.0,872.0
2022-04-19,08:54:11,OK,17.4,OK,ABC13,DEF13,GHI13,ABC14,DEF14,GHI14,ABC15,-33.0,2.2,2.1,235.3,1699.0,-8.0,25.0,1168.0
2022-04-19,08:54:11,OK,17.9,OK,ABC14,DEF14,GHI14,ABC15,DEF15,GHI15,ABC16,-33.0,2.2,2.5,236.2,1740.0,0.0,-27.0,1044.0
2022-04-19,08:54:11,OK,18.1,OK,ABC15,DEF15,GHI15,ABC16,DEF16,GHI16,ABC17,-34.0,2.2,2.5,236.5,770.0,6.0,-9.0,1306.0
2022-04-19,08:54:11,OK,17.7,OK,ABC16,DEF16,GHI16,ABC17,DEF17,GHI17,ABC18,-46.0,2.3,2.7,235.2,1162.0,-17.0,20.0,986.0
2022-04-19,08:54:11,OK,17.2,OK,ABC17,DEF17,GHI17,ABC18,DEF18,GHI18,ABC19,-39.0,2.1,2.6,227.6,1296.0,-16.0,-40.0,1184.0
2022-04-19,08:54:11,OK,18.3,OK,ABC18,DEF18,GHI18,ABC19,DEF19,GHI19,ABC20,-32.0,2.2,2.6,222.1,2781.0,-27.0,-29.0,957.0
2022-04-19,08:54:38,OK,20.0,OK,ABC19,DEF19,GHI19,ABC20,DEF20,GHI20,ABC21,-33.0,2.2,2.7,233.2,1681.0,-33.0,-45.0,1194.0
2022-04-19,08:54:38,OK,19.5,OK,ABC20,DEF20,GHI20,ABC21,DEF21,GHI21,ABC22,-33.0,2.1,2.0,230.4,1679.0,-26.0,25.0,751.0
2022-04-19,08:54:38,OK,19.8,OK,ABC21,DEF21,GHI21,ABC22,DEF22,GHI22,ABC23,-33.0,2.2,2.8,230.5,761.0,-8.0,-17.0,1199.0
2022-04-19,08:54:38,OK,20.2,OK,ABC22,DEF22,GHI22,ABC23,DEF23,GHI23,ABC24,-33.0,2.2,2.8,235.0,1195.0,-47.0,-3.0,732.0
2022-04-19,08:54:38,OK,20.5,OK,ABC23,DEF23,GHI23,ABC24,DEF24,GHI24,ABC25,-32.0,2.1,2.6,233.2,1296.0,-37.0,1.0,1251.0
2022-04-19,08:54:38,OK,20.7,OK,ABC24,DEF24,GHI24,ABC25,DEF25,GHI25,ABC26,-33.0,2.2,2.7,229.1,2818.0,-33.0,-2.0,918.0
2022-04-19,08:55:05,OK,15.1,OK,ABC25,DEF25,GHI25,ABC26,DEF26,GHI26,ABC27,-33.0,2.2,2.8,232.7,1675.0,-20.0,-29.0,992.0
2022-04-19,08:55:05,OK,15.8,OK,ABC26,DEF26,GHI26,ABC27,DEF27,GHI27,ABC28,-33.0,2.1,2.6,240.1,1767.0,-34.0,-27.0,1043.0
2022-04-19,08:55:05,OK,16.0,OK,ABC27,DEF27,GHI27,ABC28,DEF28,GHI28,ABC29,-33.0,2.2,2.5,230.2,776.0,-28.0,-22.0,1157.0
2022-04-19,08:55:05,OK,15.6,OK,ABC28,DEF28,GHI28,ABC29,DEF29,GHI29,ABC30,-35.0,2.2,2.5,228.4,1152.0,13.0,6.0,1109.0
2022-04-19,08:55:05,OK,15.3,OK,ABC29,DEF29,GHI29,ABC30,DEF30,GHI30,ABC31,-37.0,2.1,2.8,237.7,1371.0,5.0,-5.0,1202.0
2022-04-19,08:55:05,OK,16.3,OK,ABC30,DEF30,GHI30,ABC31,DEF31,GHI31,ABC32,-32.0,2.2,2.5,231.7,2864.0,-12.0,-5.0,1234.0
2022-04-19,08:55:21,OK,16.2,OK,ABC31,DEF31,GHI31,ABC32,DEF32,GHI32,ABC33,-34.0,2.1,2.5,234.2,1684.0,-6.0,10.0,1016.0
2022-04-19,08:55:21,OK,16.6,OK,ABC32,DEF32,GHI32,ABC33,DEF33,GHI33,ABC34,-33.0,2.2,2.1,234.2,1712.0,-32.0,-23.0,878.0
2022-04-19,08:55:21,OK,16.4,OK,ABC33,DEF33,GHI33,ABC34,DEF34,GHI34,ABC35,-34.0,2.1,2.5,231.2,792.0,-14.0,-40.0,1091.0
2022-04-19,08:55:21,OK,16.9,OK,ABC34,DEF34,GHI34,ABC35,DEF35,GHI35,ABC36,-40.0,2.1,2.5,233.0,1195.0,16.0,2.0,1192.0
2022-04-19,08:55:21,OK,17.1,OK,ABC35,DEF35,GHI35,ABC36,DEF36,GHI36,ABC37,-33.0,2.2,2.0,233.7,1314.0,3.0,26.0,1211.0
2022-04-19,08:55:21,OK,17.3,OK,ABC36,DEF36,GHI36,ABC37,DEF37,GHI37,ABC38,-41.0,2.1,2.3,227.3,2798.0,-25.0,5.0,847.0
2022-04-19,08:55:48,OK,20.3,OK,ABC37,DEF37,GHI37,ABC38,DEF38,GHI38,ABC39,-33.0,2.1,2.5,225.1,1634.0,2.0,23.0,1181.0
2022-04-19,08:55:48,OK,20.1,OK,ABC38,DEF38,GHI38,ABC39,DEF39,GHI39,ABC40,-34.0,2.1,2.6,231.7,1716.0,5.0,1.0,1015.0
2022-04-19,08:55:48,OK,21.0,OK,ABC39,DEF39,GHI39,ABC40,DEF40,GHI40,ABC41,-33.0,2.1,2.6,230.7,775.0,-16.0,-11.0,882.0
2022-04-19,08:55:48,OK,20.5,OK,ABC40,DEF40,GHI40,ABC41,DEF41,GHI41,ABC42,-39.0,2.2,2.6,231.5,1191.0,-16.0,-1.0,942.0
2022-04-19,08:55:48,OK,20.8,OK,ABC41,DEF41,GHI41,ABC42,DEF42,GHI42,ABC43,-34.0,2.2,2.5,228.2,1286.0,-1.0,-10.0,944.0
2022-04-19,08:55:48,OK,21.2,OK,ABC42,DEF42,GHI42,ABC43,DEF43,GHI43,ABC44,-33.0,2.1,2.4,231.8,2846.0,-9.0,-21.0,929.0
2022-04-19,08:56:04,OK,14.5,OK,ABC43,DEF43,GHI43,ABC44,DEF44,GHI44,ABC45,-34.0,2.2,2.8,230.1,1711.0,8.0,5.0,1255.0
2022-04-19,08:56:04,OK,14.8,OK,ABC44,DEF44,GHI44,ABC45,DEF45,GHI45,ABC46,-33.0,2.2,2.7,233.2,1742.0,-7.0,20.0,1226.0
2022-04-19,08:56:04,OK,15.0,OK,ABC45,DEF45,GHI45,ABC46,DEF46,GHI46,ABC47,-34.0,2.1,2.4,231.2,803.0,-24.0,-18.0,1145.0
2022-04-19,08:56:04,OK,15.2,OK,ABC46,DEF46,GHI46,ABC47,DEF47,GHI47,ABC48,-34.0,2.1,2.5,231.5,1228.0,-20.0,1.0,973.0
2022-04-19,08:56:04,OK,15.4,OK,ABC47,DEF47,GHI47,ABC48,DEF48,GHI48,ABC49,-33.0,1.8,2.7,231.6,1349.0,-6.0,9.0,980.0
2022-04-19,08:56:04,OK,15.7,OK,ABC48,DEF48,GHI48,ABC49,DEF49,GHI49,ABC50,-33.0,2.1,2.6,230.4,2918.0,-40.0,6.0,883.0
2022-04-19,08:56:30,OK,19.4,OK,ABC49,DEF49,GHI49,ABC50,DEF50,GHI50,ABC51,-33.0,2.1,2.7,225.0,1646.0,-15.0,4.0,1147.0
2022-04-19,08:56:30,OK,18.5,OK,ABC50,DEF50,GHI50,ABC51,DEF51,GHI51,ABC52,-33.0,2.1,2.7,230.9,1735.0,-2.0,10.0,1281.0
2022-04-19,08:56:30,OK,19.2,OK,ABC51,DEF51,GHI51,ABC52,DEF52,GHI52,ABC53,-33.0,2.1,2.8,237.5,831.0,11.0,13.0,1339.0
2022-04-19,08:56:30,OK,18.9,OK,ABC52,DEF52,GHI52,ABC53,DEF53,GHI53,ABC54,-40.0,2.1,2.5,232.1,1206.0,10.0,-14.0,1176.0
2022-04-19,08:56:30,OK,18.7,OK,ABC53,DEF53,GHI53,ABC54,DEF54,GHI54,ABC55,-35.0,2.1,2.6,231.6,1332.0,1.0,7.0,1217.0
2022-04-19,08:56:30,OK,19.6,OK,ABC54,DEF54,GHI54,ABC55,DEF55,GHI55,ABC56,-33.0,2.1,2.6,226.9,2864.0,9.0,18.0,1063.0
2022-04-19,08:56:46,OK,16.7,OK,ABC55,DEF55,GHI55,ABC56,DEF56,GHI56,ABC57,-34.0,2.2,2.7,235.6,1731.0,7.0,6.0,1273.0
2022-04-19,08:56:46,OK,16.3,OK,ABC56,DEF56,GHI56,ABC57,DEF57,GHI57,ABC58,-33.0,2.1,2.4,230.4,1702.0,16.0,24.0,1298.0
2022-04-19,08:56:46,OK,17.2,OK,ABC57,DEF57,GHI57,ABC58,DEF58,GHI58,ABC59,-33.0,2.1,2.7,231.2,777.0,-1.0,13.0,1233.0
2022-04-19,08:56:46,OK,16.5,OK,ABC58,DEF58,GHI58,ABC59,DEF59,GHI59,ABC60,-37.0,2.2,2.8,229.3,1178.0,9.0,-2.0,1112.0
2022-04-19,08:56:46,OK,16.0,OK,ABC59,DEF59,GHI59,ABC60,DEF60,GHI60,ABC61,-33.0,2.2,2.6,228.8,1292.0,-6.0,6.0,1205.0
2022-04-19,08:56:46,OK,16.9,OK,ABC60,DEF60,GHI60,ABC61,DEF61,GHI61,ABC62,-32.0,2.1,2.7,226.4,2816.0,17.0,-7.0,1123.0
2022-04-19,08:57:13,OK,16.0,OK,ABC61,DEF61,GHI61,ABC62,DEF62,GHI62,ABC63,-33.0,2.2,2.5,231.2,1688.0,-14.0,-13.0,924.0
2022-04-19,08:57:13,OK,15.3,OK,ABC62,DEF62,GHI62,ABC63,DEF63,GHI63,ABC64,-36.0,2.2,2.6,237.2,1749.0,-16.0,-2.0,1006.0
2022-04-19,08:57:13,OK,15.5,OK,ABC63,DEF63,GHI63,ABC64,DEF64,GHI64,ABC65,-33.0,2.2,2.6,229.7,781.0,-4.0,-17.0,1110.0
2022-04-19,08:57:13,OK,15.7,OK,ABC64,DEF64,GHI64,ABC65,DEF65,GHI65,ABC66,-33.0,2.2,2.5,237.6,1249.0,6.0,20.0,1279.0
2022-04-19,08:57:13,OK,15.0,OK,ABC65,DEF65,GHI65,ABC66,DEF66,GHI66,ABC67,-33.0,2.2,2.8,229.6,1296.0,-18.0,-13.0,988.0
2022-04-19,08:57:13,OK,16.2,OK,ABC66,DEF66,GHI66,ABC67,DEF67,GHI67,ABC68,-33.0,2.1,2.6,227.3,2825.0,-1.0,-30.0,1189.0
2022-04-19,08:57:29,OK,16.6,OK,ABC67,DEF67,GHI67,ABC68,DEF68,GHI68,ABC69,-34.0,2.1,2.5,227.9,1647.0,55.0,19.0,1038.0
2022-04-19,08:57:29,OK,17.1,OK,ABC68,DEF68,GHI68,ABC69,DEF69,GHI69,ABC70,-35.0,2.2,2.1,236.4,1767.0,-10.0,-4.0,1163.0
2022-04-19,08:57:29,OK,16.8,OK,ABC69,DEF69,GHI69,ABC70,DEF70,GHI70,ABC71,-33.0,2.2,1.9,227.9,788.0,-7.0,-7.0,1179.0
2022-04-19,08:57:29,OK,17.3,OK,ABC70,DEF70,GHI70,ABC71,DEF71,GHI71,ABC72,-34.0,2.2,2.2,227.1,1189.0,9.0,-62.0,1086.0
2022-04-19,08:57:29,OK,16.3,OK,ABC71,DEF71,GHI71,ABC72,DEF72,GHI72,ABC73,-35.0,2.1,2.1,229.5,1306.0,38.0,4.0,1218.0
2022-04-19,08:57:29,OK,17.5,OK,ABC72,DEF72,GHI72,ABC73,DEF73,GHI73,ABC74,-32.0,2.0,2.0,234.1,2901.0,21.0,20.0,1104.0
2022-04-19,08:57:56,OK,18.5,OK,ABC73,DEF73,GHI73,ABC74,DEF74,GHI74,ABC75,-33.0,2.1,2.5,236.6,1746.0,6.0,-13.0,1158.0
2022-04-19,08:57:56,OK,18.8,OK,ABC74,DEF74,GHI74,ABC75,DEF75,GHI75,ABC76,-32.0,2.1,2.5,236.5,1769.0,-21.0,-49.0,1321.0
2022-04-19,08:57:56,OK,19.0,OK,ABC75,DEF75,GHI75,ABC76,DEF76,GHI76,ABC77,-33.0,2.1,2.7,233.3,818.0,13.0,-40.0,1180.0
2022-04-19,08:57:56,OK,18.3,OK,ABC76,DEF76,GHI76,ABC77,DEF77,GHI77,ABC78,-43.0,2.2,2.5,225.9,1201.0,-14.0,10.0,1222.0
2022-04-19,08:57:56,OK,19.2,OK,ABC77,DEF77,GHI77,ABC78,DEF78,GHI78,ABC79,-34.0,2.1,2.6,233.5,1361.0,-37.0,-18.0,954.0
2022-04-19,08:57:56,OK,18.0,OK,ABC78,DEF78,GHI78,ABC79,DEF79,GHI79,ABC80,-32.0,2.1,2.6,163.6,2023.0,-43.0,-13.0,956.0
2022-04-19,08:58:12,OK,16.5,OK,ABC79,DEF79,GHI79,ABC80,DEF80,GHI80,ABC81,-33.0,2.1,2.5,227.4,1650.0,-14.0,-11.0,1085.0
2022-04-19,08:58:12,OK,16.0,OK,ABC80,DEF80,GHI80,ABC81,DEF81,GHI81,ABC82,-34.0,2.1,2.7,236.7,1751.0,-6.0,-30.0,1046.0
2022-04-19,08:58:12,OK,16.3,OK,ABC81,DEF81,GHI81,ABC82,DEF82,GHI82,ABC83,-33.0,2.1,2.7,228.5,789.0,-6.0,-11.0,1118.0
2022-04-19,08:58:12,OK,16.7,OK,ABC82,DEF82,GHI82,ABC83,DEF83,GHI83,ABC84,-37.0,2.2,2.6,228.8,1226.0,-28.0,24.0,1153.0
2022-04-19,08:58:12,OK,17.0,OK,ABC83,DEF83,GHI83,ABC84,DEF84,GHI84,ABC85,-37.0,2.1,2.4,229.8,1327.0,14.0,-11.0,1161.0
2022-04-19,08:58:12,OK,17.2,OK,ABC84,DEF84,GHI84,ABC85,DEF85,GHI85,ABC86,-43.0,2.1,2.3,231.4,2868.0,-10.0,-21.0,1013.0
2022-04-19,08:58:38,OK,19.0,OK,ABC85,DEF85,GHI85,ABC86,DEF86,GHI86,ABC87,-34.0,2.2,2.8,232.5,1667.0,-29.0,7.0,890.0
2022-04-19,08:58:38,OK,20.0,OK,ABC86,DEF86,GHI86,ABC87,DEF87,GHI87,ABC88,-33.0,2.1,2.7,238.9,1766.0,-28.0,-8.0,723.0
2022-04-19,08:58:38,OK,19.3,OK,ABC87,DEF87,GHI87,ABC88,DEF88,GHI88,ABC89,-33.0,2.1,2.7,237.9,810.0,-28.0,-26.0,945.0
2022-04-19,08:58:38,OK,19.5,OK,ABC88,DEF88,GHI88,ABC89,DEF89,GHI89,ABC90,-33.0,2.1,2.8,237.4,1226.0,-56.0,1.0,929.0
2022-04-19,08:58:38,OK,19.7,OK,ABC89,DEF89,GHI89,ABC90,DEF90,GHI90,ABC91,-39.0,2.1,2.4,212.4,1208.0,-5.0,9.0,1089.0
2022-04-19,08:58:38,OK,20.2,OK,ABC90,DEF90,GHI90,ABC91,DEF91,GHI91,ABC92,-33.0,2.1,2.3,227.2,2856.0,-33.0,19.0,1065.0
2022-04-19,08:59:05,OK,15.2,OK,ABC91,DEF91,GHI91,ABC92,DEF92,GHI92,ABC93,-33.0,2.2,3.1,229.9,1674.0,-25.0,18.0,1074.0
2022-04-19,08:59:05,OK,15.6,OK,ABC92,DEF92,GHI92,ABC93,DEF93,GHI93,ABC94,-34.0,2.2,2.5,229.4,1667.0,-16.0,-94.0,1122.0
2022-04-19,08:59:05,OK,16.3,OK,ABC93,DEF93,GHI93,ABC94,DEF94,GHI94,ABC95,-33.0,2.1,2.6,227.6,785.0,-25.0,-1.0,1132.0
2022-04-19,08:59:05,OK,15.8,OK,ABC94,DEF94,GHI94,ABC95,DEF95,GHI95,ABC96,-34.0,2.2,2.5,236.6,1221.0,-14.0,-25.0,1027.0
2022-04-19,08:59:05,OK,15.4,OK,ABC95,DEF95,GHI95,ABC96,DEF96,GHI96,ABC97,-33.0,2.1,2.4,227.6,1306.0,-4.0,43.0,1066.0
2022-04-19,08:59:05,OK,16.1,OK,ABC96,DEF96,GHI96,ABC97,DEF97,GHI97,ABC98,-35.0,2.1,2.4,229.4,2836.0,-6.0,-32.0,1150.0
2022-04-19,08:59:21,OK,17.1,OK,ABC97,DEF97,GHI97,ABC98,DEF98,GHI98,ABC99,-33.0,2.1,2.8,226.5,1651.0,-7.0,48.0,1301.0
2022-04-19,08:59:21,OK,16.2,OK,ABC98,DEF98,GHI98,ABC99,DEF99,GHI99,ABC100,-33.0,2.2,2.7,234.9,1748.0,39.0,34.0,1261.0
2022-04-19,08:59:21,OK,16.6,OK,ABC99,DEF99,GHI99,ABC100,DEF100,GHI100,ABC101,-33.0,2.2,2.1,233.3,812.0,15.0,26.0,1260.0
2022-04-19,08:59:21,OK,16.9,OK,ABC100,DEF100,GHI100,ABC101,DEF101,GHI101,ABC102,-35.0,2.2,2.1,234.8,1226.0,-6.0,40.0,1108.0
2022-04-19,08:59:21,OK,16.4,OK,ABC101,DEF101,GHI101,ABC102,DEF102,GHI102,ABC103,-44.0,2.1,2.7,227.5,1319.0,0.0,58.0,1133.0
2022-04-19,08:59:21,OK,15.9,OK,ABC102,DEF102,GHI102,ABC103,DEF103,GHI103,ABC104,-33.0,2.1,2.0,229.4,2817.0,-18.0,6.0,1201.0
2022-04-19,08:59:48,OK,16.5,OK,ABC103,DEF103,GHI103,ABC104,DEF104,GHI104,ABC105,-33.0,2.2,2.2,234.3,1685.0,-18.0,-15.0,892.0
2022-04-19,08:59:48,OK,16.8,OK,ABC104,DEF104,GHI104,ABC105,DEF105,GHI105,ABC106,-33.0,2.2,2.7,233.4,1726.0,-20.0,17.0,966.0
2022-04-19,08:59:48,OK,16.1,OK,ABC105,DEF105,GHI105,ABC106,DEF106,GHI106,ABC107,-33.0,2.1,2.6,233.8,800.0,-16.0,-40.0,936.0
2022-04-19,08:59:48,OK,17.0,OK,ABC106,DEF106,GHI106,ABC107,DEF107,GHI107,ABC108,-35.0,2.1,2.9,233.5,1180.0,13.0,-45.0,1201.0
2022-04-19,08:59:48,OK,17.2,OK,ABC107,DEF107,GHI107,ABC108,DEF108,GHI108,ABC109,-33.0,2.1,2.6,228.8,1305.0,16.0,-29.0,1263.0
2022-04-19,08:59:48,OK,16.3,OK,ABC108,DEF108,GHI108,ABC109,DEF109,GHI109,ABC110,-33.0,2.0,2.1,228.1,2796.0,-27.0,4.0,917.0
2022-04-19,09:00:04,OK,16.8,OK,ABC109,DEF109,GHI109,ABC110,DEF110,GHI110,ABC111,-32.0,2.2,2.5,225.1,1679.0,-25.0,-16.0,1118.0
2022-04-19,09:00:04,OK,15.6,OK,ABC110,DEF110,GHI110,ABC111,DEF111,GHI111,ABC112,-33.0,2.1,2.7,223.0,1664.0,-10.0,17.0,1219.0
2022-04-19,09:00:04,OK,16.3,OK,ABC111,DEF111,GHI111,ABC112,DEF112,GHI112,ABC113,-33.0,2.2,2.7,165.6,615.0,52.0,-6.0,1323.0
2022-04-19,09:00:04,OK,16.1,OK,ABC112,DEF112,GHI112,ABC113,DEF113,GHI113,ABC114,-40.0,2.2,3.4,230.1,1174.0,24.0,6.0,1105.0
2022-04-19,09:00:04,OK,16.5,OK,ABC113,DEF113,GHI113,ABC114,DEF114,GHI114,ABC115,-38.0,2.1,2.4,231.1,1322.0,-27.0,-2.0,1100.0
2022-04-19,09:00:04,OK,15.8,OK,ABC114,DEF114,GHI114,ABC115,DEF115,GHI115,ABC116,-33.0,2.1,2.1,231.1,2845.0,-20.0,-36.0,1061.0
2022-04-19,09:00:20,OK,16.7,OK,ABC115,DEF115,GHI115,ABC116,DEF116,GHI116,ABC117,-33.0,2.1,2.8,232.1,1704.0,-2.0,-5.0,1160.0
2022-04-19,09:00:20,OK,16.9,OK,ABC116,DEF116,GHI116,ABC117,DEF117,GHI117,ABC118,-33.0,2.1,2.6,231.1,1707.0,5.0,-19.0,1169.0
2022-04-19,09:00:20,OK,16.0,OK,ABC117,DEF117,GHI117,ABC118,DEF118,GHI118,ABC119,-33.0,2.1,2.6,238.7,797.0,-8.0,-1.0,1230.0
2022-04-19,09:00:20,OK,16.2,OK,ABC118,DEF118,GHI118,ABC119,DEF119,GHI119,ABC120,-34.0,2.3,2.8,232.0,1226.0,-3.0,2.0,1224.0
2022-04-19,09:00:20,OK,16.5,OK,ABC119,DEF119,GHI119,ABC120,DEF120,GHI120,ABC121,-34.0,2.1,2.9,231.9,1362.0,16.0,-8.0,1098.0
2022-04-19,09:00:20,OK,17.1,OK,ABC120,DEF120,GHI120,ABC121,DEF121,GHI121,ABC122,-32.0,2.1,2.0,232.7,2897.0,7.0,24.0,962.0
2022-04-19,09:00:47,OK,15.3,OK,ABC121,DEF121,GHI121,ABC122,DEF122,GHI122,ABC123,-32.0,2.2,2.8,228.7,1645.0,-12.0,-19.0,1107.0
2022-04-19,09:00:47,OK,15.8,OK,ABC122,DEF122,GHI122,ABC123,DEF123,GHI123,ABC124,-35.0,2.2,2.7,219.8,1615.0,-2.0,22.0,1023.0
2022-04-19,09:00:47,OK,15.5,OK,ABC123,DEF123,GHI123,ABC124,DEF124,GHI124,ABC125,-33.0,2.1,2.6,221.2,775.0,-32.0,-14.0,887.0
2022-04-19,09:00:47,OK,16.0,OK,ABC124,DEF124,GHI124,ABC125,DEF125,GHI125,ABC126,-35.0,2.2,2.7,232.7,1219.0,-21.0,35.0,1310.0
2022-04-19,09:00:47,OK,15.0,OK,ABC125,DEF125,GHI125,ABC126,DEF126,GHI126,ABC127,-33.0,2.2,2.6,232.9,1344.0,-30.0,15.0,1134.0
2022-04-19,09:00:47,OK,16.2,OK,ABC126,DEF126,GHI126,ABC127,DEF127,GHI127,ABC128,-56.0,2.0,2.0,231.7,2887.0,0.0,14.0,1272.0
2022-04-19,09:02:25,OK,19.7,OK,ABC127,DEF127,GHI127,ABC128,DEF128,GHI128,ABC129,-34.0,2.2,2.2,224.1,1649.0,4.0,15.0,1245.0
2022-04-19,09:02:25,OK,19.5,OK,ABC128,DEF128,GHI128,ABC129,DEF129,GHI129,ABC130,-33.0,2.1,2.0,233.0,1723.0,-19.0,-30.0,1013.0
2022-04-19,09:02:25,OK,19.3,OK,ABC129,DEF129,GHI129,ABC130,DEF130,GHI130,ABC131,-36.0,2.1,2.1,232.0,786.0,-13.0,-3.0,1026.0
2022-04-19,09:02:25,OK,19.0,OK,ABC130,DEF130,GHI130,ABC131,DEF131,GHI131,ABC132,-38.0,2.1,1.9,228.7,1167.0,-9.0,42.0,1089.0
2022-04-19,09:02:25,OK,18.8,OK,ABC131,DEF131,GHI131,ABC132,DEF132,GHI132,ABC133,-39.0,2.2,2.1,232.0,1318.0,11.0,0.0,1169.0
2022-04-19,09:02:25,OK,19.9,OK,ABC132,DEF132,GHI132,ABC133,DEF133,GHI133,ABC134,-33.0,2.1,2.1,229.1,2872.0,15.0,0.0,1109.0
2022-04-19,09:02:55,OK,15.5,OK,ABC133,DEF133,GHI133,ABC134,DEF134,GHI134,ABC135,-32.0,2.1,2.1,224.9,1633.0,13.0,-29.0,1257.0
2022-04-19,09:02:55,OK,15.3,OK,ABC134,DEF134,GHI134,ABC135,DEF135,GHI135,ABC136,-33.0,2.2,2.5,231.6,1692.0,-56.0,-16.0,1166.0
2022-04-19,09:02:55,OK,14.8,OK,ABC135,DEF135,GHI135,ABC136,DEF136,GHI136,ABC137,-33.0,2.1,2.2,232.1,805.0,-17.0,45.0,1019.0
2022-04-19,09:02:55,OK,15.0,OK,ABC136,DEF136,GHI136,ABC137,DEF137,GHI137,ABC138,-36.0,2.2,2.1,233.0,1218.0,-10.0,8.0,989.0
2022-04-19,09:02:55,OK,15.9,OK,ABC137,DEF137,GHI137,ABC138,DEF138,GHI138,ABC139,-33.0,2.1,2.0,236.8,1359.0,-23.0,0.0,929.0
2022-04-19,09:02:55,OK,15.7,OK,ABC138,DEF138,GHI138,ABC139,DEF139,GHI139,ABC140,-33.0,2.1,1.9,226.9,2818.0,-23.0,80.0,1178.0
2022-04-19,09:03:21,OK,15.9,OK,ABC139,DEF139,GHI139,ABC140,DEF140,GHI140,ABC141,-33.0,2.1,2.7,232.5,1723.0,1.0,-10.0,1246.0
2022-04-19,09:03:21,OK,15.7,OK,ABC140,DEF140,GHI140,ABC141,DEF141,GHI141,ABC142,-33.0,2.1,2.5,232.8,1674.0,13.0,-14.0,1188.0
2022-04-19,09:03:21,OK,15.0,OK,ABC141,DEF141,GHI141,ABC142,DEF142,GHI142,ABC143,-33.0,2.2,2.6,233.8,804.0,-4.0,15.0,1018.0
2022-04-19,09:03:21,OK,15.2,OK,ABC142,DEF142,GHI142,ABC143,DEF143,GHI143,ABC144,-37.0,2.2,2.8,230.2,1169.0,33.0,15.0,906.0
2022-04-19,09:03:21,OK,15.4,OK,ABC143,DEF143,GHI143,ABC144,DEF144,GHI144,ABC145,-33.0,2.1,2.4,228.9,1293.0,14.0,4.0,1081.0
2022-04-19,09:03:21,OK,16.1,OK,ABC144,DEF144,GHI144,ABC145,DEF145,GHI145,ABC146,-33.0,2.1,2.7,229.2,2865.0,-43.0,-22.0,1279.0
2022-04-19,09:03:41,OK,15.1,OK,ABC145,DEF145,GHI145,ABC146,DEF146,GHI146,ABC147,-34.0,2.1,2.6,226.7,1641.0,-31.0,-25.0,1062.0
2022-04-19,09:03:41,OK,16.0,OK,ABC146,DEF146,GHI146,ABC147,DEF147,GHI147,ABC148,-34.0,2.1,2.6,215.1,1594.0,-7.0,-17.0,1136.0
2022-04-19,09:03:41,OK,15.3,OK,ABC147,DEF147,GHI147,ABC148,DEF148,GHI148,ABC149,-33.0,2.1,2.0,230.5,796.0,-29.0,63.0,1302.0
